l1,l2,l3,l4,l5,l6,l7,l8,h1,h2,h3,h4,h5,h6,h7,h8,b1,b2,b3,b4,b5,b6,b7,b8,t1,t2,t3,t4,t5,t6,t7,t8,label
0.022879291065912605,0.010436574461388688,0.0230064967241381,0.008895400275822467,0.02630785966245677,0.010678842219297612,0.03901097972229338,0.06861378260099846,0.017307080784428892,0.01052482212145629,0.015139941559791762,0.01106579681898846,0.0050561964507794275,0.01104800731380734,0.025301537072477197,0.11502643532364824,0.005516002367117502,0.006998946514529854,0.0033668567381533467,0.004129382421890179,0.0054637679093560215,0.006593028379172021,0.009050098661894837,0.013556455507921675,0.013410169153710086,0.01880831195294902,0.021096978612109428,0.01602965051936491,0.046033545761529245,0.025897706166448375,0.04406683766323538,0.05668770378700495,1.0
0.03199493291764606,0.010436574461388688,0.0230064967241381,0.009704227110917597,0.006950729539829417,0.010678842219297612,0.072658039986883,0.1522084993374569,0.02788169948336857,0.01947387048604741,0.020742903321324495,0.013233312124025783,0.0050561964507794275,0.01104800731380734,0.043411286192338756,0.12598980350759476,0.007619223348061631,0.006998946514529854,0.008305450539660326,0.005188246532843255,0.0054637679093560215,0.006593028379172021,0.009050098661894837,0.013556455507921675,0.016966392188799778,0.01880831195294902,0.012752538545084104,0.00734121773190539,0.021897736652741015,0.013282806811705468,0.04406683766323538,0.05668770378700495,1.0
0.03199493291764606,0.00876005152457136,0.0230064967241381,0.008895400275822467,0.0017172189102248425,0.010678842219297612,0.03901097972229338,0.1522084993374569,0.02788169948336857,0.01947387048604741,0.015139941559791762,0.013233312124025783,0.002163974721042067,0.01104800731380734,0.025301537072477197,0.11502643532364824,0.005516002367117502,0.006773516946202549,0.0032421058448635666,0.004129382421890179,0.004332638324933808,0.0018788000407113168,0.00854343604402064,0.01260840962722018,0.016966392188799778,0.01372949875404521,0.012752538545084104,0.006906871439273696,0.018368233024880835,0.013282806811705468,0.04406683766323538,0.05668770378700495,1.0
0.022879291065912605,0.0026879588639002455,0.005950970760060719,0.008895400275822467,0.0006478135399055876,0.010678842219297612,0.018968030875535526,0.043832302346547336,0.017307080784428892,0.01052482212145629,0.015139941559791762,0.013233312124025783,0.000752155818460608,0.0066799082285865655,0.02267517684095219,0.09828357322184261,0.00314328969833375,0.004425744831111305,0.0030063552467642163,0.0020211565198259823,0.002238240714788922,0.0011696878898072285,0.007341393031540829,0.007391876301802343,0.004003683747252802,0.010054416558521436,0.004461441100435172,0.0031543891625545077,0.016366527134801932,0.013282806811705468,0.013510736881028267,0.05668770378700495,1.0
0.009504682969091068,0.014546911299768957,0.017828169787547234,0.009337912965549778,0.02150401775360916,0.030794327302529765,0.0653683413131629,0.11303124084600737,0.015431716504710221,0.0023042624657251347,0.003989448451865893,0.0022298709624866283,0.0040904644321023914,0.036433182892030215,0.08431620140410803,0.05881767970213406,0.0019629856719016697,0.0020632722969732846,0.0014367680637291623,0.0007912721674919413,0.0022217547386837143,0.006144137593741816,0.010231947322567424,0.0028006484395069935,0.004307198286291086,0.014931545881296353,0.023428539175854697,0.013754173295882475,0.01505140139815865,0.024664002651504015,0.020276273328704925,0.07077222504563256,1.0
0.009504682969091068,0.022630552989156137,0.017828169787547234,0.009337912965549778,0.02150401775360916,0.030794327302529765,0.0653683413131629,0.11303124084600737,0.015431716504710221,0.010052550648409837,0.009838246623669925,0.00883957082452754,0.013869253437167996,0.036433182892030215,0.08431620140410803,0.05881767970213406,0.00202688411709935,0.0035284190108308415,0.002238731400398883,0.001868195665468536,0.0039034772835249087,0.006144137593741816,0.012466915261987933,0.013463490359020813,0.004307198286291086,0.01546010316721193,0.023428539175854697,0.013754173295882475,0.01505140139815865,0.024664002651504015,0.030141967180057447,0.07077222504563256,1.0
0.014663527773313964,0.022630552989156137,0.017828169787547234,0.009337912965549778,0.02150401775360916,0.030794327302529765,0.0653683413131629,0.11303124084600737,0.015431716504710221,0.010052550648409837,0.009838246623669925,0.00883957082452754,0.013869253437167996,0.036433182892030215,0.08431620140410803,0.060136464279269046,0.003744889886988984,0.0035284190108308415,0.005456828185796295,0.004591367826138171,0.0059851893728838776,0.006144137593741816,0.012731296388900647,0.013463490359020813,0.011373714791089113,0.01546010316721193,0.023428539175854697,0.013754173295882475,0.01505140139815865,0.024664002651504015,0.03098953044055743,0.07077222504563256,1.0
0.014663527773313964,0.022630552989156137,0.012868080549219917,0.005519590434360353,0.016372894384555664,0.030794327302529765,0.0653683413131629,0.11303124084600737,0.010759490626113708,0.010052550648409837,0.009838246623669925,0.00883957082452754,0.013869253437167996,0.036433182892030215,0.05819311841389029,0.0960960526557096,0.0037680765413625437,0.004841664304198297,0.005456828185796295,0.008325785458364756,0.00612203352969798,0.010996943298762612,0.012731296388900647,0.014244657184432673,0.011373714791089113,0.014931545881296353,0.015311073524214526,0.013754173295882475,0.01505140139815865,0.024664002651504015,0.03098953044055743,0.07077222504563256,1.0
0.014663527773313964,0.025758301175113317,0.012868080549219917,0.005519590434360353,0.016372894384555664,0.022119819785274705,0.04154206721633094,0.06793580322102187,0.010759490626113708,0.023900764708412143,0.009838246623669925,0.00883957082452754,0.014025740706393302,0.020905361455564406,0.020001382983990016,0.060136464279269046,0.0051213507033043984,0.006407410881535887,0.005625812739940456,0.009489601393468869,0.008232572483722753,0.010996943298762612,0.012731296388900647,0.013463490359020813,0.011373714791089113,0.01546010316721193,0.015311073524214526,0.013754173295882475,0.01505140139815865,0.026004217482606243,0.03098953044055743,0.06855038887721673,1.0
0.008831387512708344,0.002086823084054397,0.010887777273910718,0.005455794143920158,0.010435274934891362,0.01578484886656308,0.019044469386140992,0.04928332614596439,0.008451775020283747,0.0033006151475901647,0.008611763657478434,0.004191696265551618,0.013869253437167996,0.008310502846266825,0.011155466429316798,0.04188963929542267,0.0051213507033043984,0.006407410881535887,0.005625812739940456,0.009489601393468869,0.008232572483722753,0.005910263662391902,0.012731296388900647,0.00783488870503578,0.0042708934220892225,0.012002443327269118,0.011712721567214483,0.0025851686770970404,0.007660154783300724,0.010272067466659101,0.030141967180057447,0.04161114471393109,1.0
0.0017959581535718992,0.0009294324922668296,0.000707216295765391,0.00153972760601833,0.005496720864293336,0.006121600328415835,0.019044469386140992,0.04928332614596439,0.004292685863853587,0.0004364082121990744,0.0015416280314566938,0.0025009826571163896,0.009756778053977296,0.004400201864304414,0.007289448348164219,0.04188963929542267,0.0051213507033043984,0.001104395133929722,0.005625812739940456,0.009489601393468869,0.00612203352969798,0.002108077082785837,0.009566345145202227,0.006450554931943057,0.0042708934220892225,0.008677033363265464,0.011712721567214483,0.0025851686770970404,0.004735599816356061,0.002593706825531954,0.022333269304509094,0.04161114471393109,1.0
0.029163021668275002,0.016025407899106305,0.018776529647741867,0.018289611378081945,0.018444350436140587,0.001057616291255006,0.017276124392960588,0.0933381799840708,0.021755224373483914,0.019006684352237627,0.009675637076135234,0.013748668696218087,0.011848795520095042,0.0029372599481199213,0.0071703100518847405,0.11072377557207257,0.004027732605023262,0.004349597170870605,0.005111854341765155,0.007051260816396617,0.0010181850573492952,0.005106326883001888,0.007979092907305347,0.008006006979551481,0.009475913861229535,0.012474830758023053,0.015309264248940873,0.01101299635014222,0.020148811847240072,0.00451108455573162,0.021015315565567683,0.021954149838519885,1.0
0.040637371544827536,0.03934562446830887,0.04766224221226424,0.025670987739130666,0.018444350436140587,0.03215030779924213,0.02153414570404027,0.17434121529519175,0.036781375594837906,0.028201822376799687,0.019001344913801222,0.013799530821719232,0.013091122427872056,0.007849970390704149,0.044881141070373,0.11701151403163029,0.014912724693668111,0.0054230721335273395,0.011908059747800754,0.008496741215647903,0.002785361436697792,0.005524352160110084,0.012353205908643685,0.016574891743346976,0.012801653771383422,0.018191909910529408,0.04787485325647961,0.03137458063611894,0.02140593794409777,0.007381298733079793,0.05052192219647023,0.05576440248216092,1.0
0.09349457984689197,0.04299880961980188,0.048629385640647664,0.033056632333523475,0.018444350436140587,0.033378291100489156,0.13313200729415284,0.21326722236907836,0.08191032575728692,0.03388823431928794,0.04661163889538618,0.02676716649795792,0.013091122427872056,0.0320662928348718,0.0899027216577437,0.1707809322017941,0.015078547681192801,0.013881338105934265,0.015154976367321207,0.008496741215647903,0.011121149649226258,0.005524352160110084,0.012353205908643685,0.016574891743346976,0.0370486695600934,0.018191909910529408,0.04787485325647961,0.03137458063611894,0.028263066880266,0.04526917365170344,0.054950525579742476,0.0645269912733805,1.0
0.14567037969895769,0.05830111453387916,0.11950131388205978,0.04917874857403533,0.018444350436140587,0.03699673012899113,0.15397227850612105,0.21326722236907836,0.11498212574288476,0.048401766189082845,0.08748889619439647,0.029008043999827735,0.013091358007269667,0.0320662928348718,0.1450020354473718,0.17279590650420268,0.015078547681192801,0.013881338105934265,0.015154976367321207,0.008496741215647903,0.011121149649226258,0.009516197145747134,0.012353205908643685,0.017344332056794868,0.03730214805850552,0.03514561077254436,0.04787485325647961,0.03137458063611894,0.028263066880266,0.015351620001748412,0.054950525579742476,0.0645269912733805,1.0
0.1891340783387805,0.06469555720354561,0.12850701245964413,0.08471374865959294,0.018444350436140587,0.057571150784633825,0.2294839398382426,0.2550086342229153,0.12461399307699264,0.059739815929187895,0.08748889619439647,0.04766667792600142,0.01712252249302927,0.0320662928348718,0.14657611295870432,0.17564959970510016,0.015078547681192801,0.013881338105934265,0.015154976367321207,0.008496741215647903,0.011121149649226258,0.013807931874646455,0.027563228320946705,0.017344332056794868,0.12016854860206283,0.04734085414047239,0.08844585383220037,0.06223817174178531,0.028263066880266,0.04526917365170344,0.10582724565269833,0.10838460296915298,1.0
0.1891340783387805,0.06469555720354561,0.12850701245964413,0.08471374865959294,0.01626340988646735,0.03699673012899113,0.2294839398382426,0.2550086342229153,0.12461399307699264,0.059739815929187895,0.08748889619439647,0.04766667792600142,0.013091358007269667,0.03114236423553071,0.14657611295870432,0.17279590650420268,0.014674667966575622,0.010892862526328028,0.009200299665686175,0.005859273582919752,0.007036085775829338,0.009516197145747134,0.027563228320946705,0.017181307865621654,0.12016854860206283,0.04734085414047239,0.08844585383220037,0.06223817174178531,0.028263066880266,0.015351620001748412,0.10582724565269833,0.10838460296915298,1.0
0.14567037969895769,0.05830111453387916,0.12850701245964413,0.04917874857403533,0.002991471064912686,0.03699673012899113,0.2294839398382426,0.2550086342229153,0.11498212574288476,0.059739815929187895,0.07727517780142522,0.029008043999827735,0.009578677801450318,0.028735189670089138,0.1450020354473718,0.1707809322017941,0.00985762973903917,0.008466425545570243,0.008651165100531584,0.0026229274841994186,0.0031222910497899175,0.0038652941082324686,0.011749441055544957,0.011593385074187812,0.03730214805850552,0.010227063715202055,0.02906057728990064,0.014745177057340807,0.028263066880266,0.015351620001748412,0.10582724565269833,0.10838460296915298,1.0
0.004751667715156956,0.008399921674119463,0.0028603381938019715,0.0014427270902579274,0.0008655875433069961,0.0031694602288470453,0.02743148941479825,0.013359699718977072,0.009086895883547271,0.014247932431316656,0.007973972083355436,0.0032747879300462665,0.006568653884390472,0.009455522269159522,0.04661298226192933,0.03816330255913777,0.0024669015135546286,0.0026514252557712035,0.003408797563897387,0.0010026710338514092,0.0023347954197122274,0.0015904868919188065,0.00722991062240806,0.0045567820554693475,0.003152873071860399,0.012532872003369142,0.04921637271588879,0.011489235161739806,0.02228062914113038,0.015942791195604926,0.017404852092326287,0.09389652545287477,1.0
0.01489198974229378,0.008399921674119463,0.02467319851691826,0.0014427270902579274,0.0020419405607240574,0.003531424565056023,0.05900068161703692,0.03720160140208653,0.021441452713570994,0.014863070520180674,0.030485887309687952,0.0032747879300462665,0.006568653884390472,0.009455522269159522,0.05379712075541413,0.052919168233289335,0.0035125489822284152,0.0032509432920274813,0.004154147386133573,0.001550560221765445,0.0023347954197122274,0.0026062782874696306,0.00722991062240806,0.006912983781367203,0.003152873071860399,0.012532872003369142,0.04921637271588879,0.011489235161739806,0.02228062914113038,0.015942791195604926,0.026585979408624612,0.09389652545287477,1.0
0.0513621269563379,0.03184031583991344,0.04607672021955242,0.017740677160789843,0.004921023115666738,0.009758021835771187,0.08594767691249086,0.13087811129307445,0.03592798617921678,0.020100478271295977,0.037461890328597466,0.02020033627323721,0.007777391060907994,0.011300129652609488,0.07125723282084563,0.08875946891870448,0.004583073942703913,0.003793710409756479,0.004557205877336743,0.0018309674313727743,0.0029738686996808998,0.002737340199354484,0.008415430695824667,0.008403100456187314,0.017029623050224728,0.012532872003369142,0.04921637271588879,0.011489235161739806,0.02228062914113038,0.021882954941357936,0.03630706746361719,0.09389652545287477,1.0
0.07091515269192111,0.04491117820982854,0.03788550110377345,0.017740677160789843,0.004921023115666738,0.015164665623131943,0.10883472953287303,0.13372993254216672,0.03592798617921678,0.026192120813575658,0.037461890328597466,0.009558071604551879,0.007777391060907994,0.011300129652609488,0.09020663789014706,0.08875946891870448,0.004583073942703913,0.0046117304214076974,0.005309049845306105,0.0018309674313727743,0.0033094607425997813,0.002737340199354484,0.009132363331310128,0.008403100456187314,0.028783011050688385,0.012532872003369142,0.04921637271588879,0.011489235161739806,0.02228062914113038,0.015942791195604926,0.03630706746361719,0.08503246026235384,1.0
0.016834297076078756,0.009417826264640744,0.02467319851691826,0.0074270371183916654,0.004921023115666738,0.04498217377878477,0.1625220107985747,0.14107124752962777,0.021441452713570994,0.020100478271295977,0.015781736914731895,0.009558071604551879,0.007777391060907994,0.03454408334631281,0.12707797360405268,0.11642615008707075,0.007465721969279103,0.004696983799025817,0.007786955506855452,0.008434405223332699,0.0057542583816443576,0.002737340199354484,0.009203038002237705,0.013997171525754177,0.01936992096387881,0.012532872003369142,0.01836816283975077,0.006679930529557273,0.02228062914113038,0.015942791195604926,0.06661799655162431,0.08503246026235384,1.0
0.016834297076078756,0.009417826264640744,0.02467319851691826,0.0074270371183916654,0.004921023115666738,0.04498217377878477,0.1625220107985747,0.14107124752962777,0.021441452713570994,0.020100478271295977,0.015781736914731895,0.009558071604551879,0.007777391060907994,0.03454408334631281,0.12707797360405268,0.11642615008707075,0.007465721969279103,0.004696983799025817,0.007786955506855452,0.008434405223332699,0.0057542583816443576,0.002737340199354484,0.009132363331310128,0.013997171525754177,0.01936992096387881,0.011456909580784956,0.012062613902471582,0.0031779199305873047,0.01970596897769985,0.012514312533966086,0.06661799655162431,0.08010675347939157,1.0
0.016834297076078756,0.009417826264640744,0.004239700701283678,0.0074270371183916654,0.004921023115666738,0.04498217377878477,0.10883472953287303,0.14107124752962777,0.005464707723143471,0.008775661005133389,0.0033159870363312894,0.009558071604551879,0.007777391060907994,0.03454408334631281,0.12707797360405268,0.08875946891870448,0.007465721969279103,0.004696983799025817,0.007786955506855452,0.008434405223332699,0.0057542583816443576,0.002737340199354484,0.009132363331310128,0.008403100456187314,0.01936992096387881,0.011456909580784956,0.012062613902471582,0.0031779199305873047,0.01970596897769985,0.007754075929565613,0.016373804246954463,0.02313871304887534,1.0
0.15665714758783944,0.01197130546695024,0.11271929810297977,0.05977805123170388,0.05340995269194336,0.165114653704295,0.05484892388156426,0.10084551414181761,0.07869986212837017,0.02695370893263419,0.007369078737942434,0.007169192118822535,0.03473378881666871,0.1494964036525269,0.08962208380836909,0.10659844439024362,0.012175700137219641,0.02850931728734592,0.012409358234797583,0.013211811994259064,0.005565583610624766,0.024065614306914156,0.013756472261837184,0.008878769917478838,0.07170448308714143,0.08801170288545818,0.10130558099552706,0.048520396399399854,0.03347841338930686,0.03557282563025056,0.0076979904637302955,0.0423143369322005,1.0
0.21025309064048028,0.21239212140181407,0.19275493329511859,0.10330658734234757,0.12439572964807029,0.165114653704295,0.05484892388156426,0.10084551414181761,0.18759765383079297,0.17246707483074236,0.146712444795555,0.06712589455998187,0.04153293905269499,0.1494964036525269,0.08962208380836909,0.10659844439024362,0.03231697115102572,0.03473714136347939,0.04147055533178084,0.02597576491949717,0.01454533250444879,0.024065614306914156,0.013756472261837184,0.008878769917478838,0.09497992670768524,0.09345381211477041,0.1409453096997905,0.05294611468913172,0.08497459129978513,0.03557282563025056,0.0076979904637302955,0.0423143369322005,1.0
0.31559645224006455,0.24334459818968857,0.33449910237724534,0.11206331614162111,0.12439572964807029,0.165114653704295,0.05484892388156426,0.2278834506280017,0.2577640460798055,0.20659753540556278,0.2760743192316712,0.09454604847538248,0.10072950549112586,0.1494964036525269,0.08962208380836909,0.14499980460355985,0.03231697115102572,0.03473714136347939,0.04147055533178084,0.02597576491949717,0.01454533250444879,0.024065614306914156,0.013756472261837184,0.01130641318043597,0.16673403172218537,0.09601867586362925,0.16732470933442833,0.06637011045381706,0.08497459129978513,0.03557282563025056,0.011324578576094129,0.13320080576801768,1.0
0.31559645224006455,0.24334459818968857,0.33449910237724534,0.11982313330864353,0.11802158790525921,0.04977495345854123,0.05484892388156426,0.2278834506280017,0.2577640460798055,0.20659753540556278,0.2760743192316712,0.12051403050195106,0.10072950549112586,0.05626863830727399,0.07781470293802695,0.14499980460355985,0.03231697115102572,0.03473714136347939,0.04147055533178084,0.02597576491949717,0.01802052220312185,0.01781294836746046,0.013756472261837184,0.01130641318043597,0.09497992670768524,0.09601867586362925,0.1409453096997905,0.05294611468913172,0.03347841338930686,0.019119049631350134,0.011324578576094129,0.13320080576801768,1.0
0.31559645224006455,0.27436746777854065,0.33449910237724534,0.17506882049108863,0.11802158790525921,0.04977495345854123,0.05484892388156426,0.21258861006781965,0.29554585776513875,0.21075572475520013,0.2760743192316712,0.1627041311667276,0.10072950549112586,0.056175443828432314,0.07035154368958894,0.1617440384672066,0.03231697115102572,0.03473714136347939,0.0382285606787807,0.02597576491949717,0.01454533250444879,0.01781294836746046,0.01817822391289883,0.028143681807271174,0.09497992670768524,0.10355436701286508,0.16556620415383483,0.05294611468913172,0.08497459129978513,0.019119049631350134,0.011324578576094129,0.04312543229100846,1.0
0.31559645224006455,0.27436746777854065,0.29013997373866945,0.17506882049108863,0.10399025173460089,0.024474954540698396,0.021030449285135082,0.21258861006781965,0.29554585776513875,0.21075572475520013,0.2431703045261979,0.1627041311667276,0.08674190790142154,0.02411622737830777,0.02266399618504132,0.1617440384672066,0.023052141600583376,0.02814857728892612,0.026795511623987644,0.013805443573400003,0.012150796790691554,0.0120440393476523,0.00936683380909714,0.01130641318043597,0.09497992670768524,0.10355436701286508,0.1409453096997905,0.05294611468913172,0.0282044761767854,0.016742604215167208,0.011324578576094129,0.04312543229100846,1.0
0.28170856970225666,0.17722261501190692,0.1724721137264907,0.11982313330864353,0.052045798339794995,0.0010186778653322346,0.021030449285135082,0.21258861006781965,0.25138215926276486,0.20576206739675487,0.20172854704274454,0.12051403050195106,0.06468659944020931,0.0007953369429677676,0.021951628007427955,0.1617440384672066,0.020193361069045727,0.02767054538933656,0.022869079197765,0.010926140243956918,0.011332682801109944,0.00424670316575288,0.004514274925317206,0.01130641318043597,0.08980104181525365,0.03468929882250606,0.03453722248938068,0.034159788087669625,0.007764141712365328,0.001188098502445834,0.011324578576094129,0.04312543229100846,1.0
0.17332211113683424,0.0850410401221185,0.20924748712313052,0.06321885712690861,0.06731349621401542,0.0021324593910467854,0.056734292968168204,0.2851091693624539,0.11438308355515278,0.10067895097056374,0.13296729370023821,0.02096538474793406,0.04201783706805902,0.0006248314892111019,0.00732078231639823,0.19556287101963532,0.010801034848709395,0.009392795946275092,0.011928703472003182,0.015449224807428927,0.009744575237435204,0.0026355850048350444,0.014926472772351863,0.012007814038378391,0.063557442469595,0.030903107091926528,0.12533917248717363,0.01886036688356761,0.05935350733325967,0.010141241282176115,0.04560363698351201,0.08873909977106272,1.0
0.1899784423259886,0.16860045055951012,0.22017778682934264,0.08264050745563553,0.07210699223251295,0.0021324593910467854,0.10405273043408658,0.3459572279692651,0.16037337286767334,0.11967690738036531,0.17323015268076422,0.06901155326255451,0.04720194949040261,0.0009685064930383803,0.06579171918684332,0.32551428177653485,0.018657230408548338,0.009392795946275092,0.012535691479338912,0.015449224807428927,0.009744575237435204,0.0026355850048350444,0.014926472772351863,0.025604387371327805,0.08126757153684,0.053992007822785834,0.12533917248717363,0.02051184061974367,0.05935350733325967,0.010141241282176115,0.04685246343976508,0.308944306065101,1.0
0.1899784423259886,0.16860045055951012,0.22017778682934264,0.08394048463710205,0.07413149903495264,0.002283283788299766,0.10653435520340829,0.6855261574826019,0.16037337286767334,0.11967690738036531,0.18928975080118438,0.10187205793372713,0.05577410278957474,0.0028350793625055615,0.0705335357501696,0.3560337538214885,0.018657230408548338,0.01643893315535532,0.02465797072921595,0.019804665144925092,0.00991990896742809,0.007399409909775204,0.014926472772351863,0.031661774760847444,0.08126757153684,0.053992007822785834,0.12533917248717363,0.045212849625429055,0.05935350733325967,0.012223664754910815,0.061257287541859856,0.31739174946240795,1.0
0.17332211113683424,0.16860045055951012,0.22017778682934264,0.08264050745563553,0.07925854684227969,0.002283283788299766,0.10779691682534376,0.6855261574826019,0.11438308355515278,0.11967690738036531,0.18928975080118438,0.06901155326255451,0.07026799413852469,0.0028350793625055615,0.09573360310892712,0.4133025385866697,0.018978373185146856,0.01643893315535532,0.02465797072921595,0.019804665144925092,0.00991990896742809,0.00915057315144366,0.015847187481882793,0.03565171556668962,0.08126757153684,0.053992007822785834,0.06726704916536488,0.03235941594447926,0.05935350733325967,0.012223664754910815,0.061257287541859856,0.308944306065101,1.0
