0.01882, 0, -1
0.00335, 0, -1
0.03281, 1, -1
0.02384, 1, -1
0.02851, 1, -1
0.06230, 1, -1
0.01766, 0, -1
0.00736, 0, 1
0.01435, 0, 1
0.01406, 0, 1
0.00990, 0, 1
0.07962, 1, 1
0.02651, 1, 1
0.07820, 1, 1
0.03589, 1, 1
0.02849, 1, 1
0.03140, 1, 1
0.05774, 1, 1
0.04258, 1, 0
0.01018, 0, 0
0.01900, 0, 0
0.01173, 0, 0
0.01442, 0, 0
0.00805, 0, 0
0.02476, 1, 0
0.00685, 0, 1
0.10714, 1, 1
0.01443, 0, 1
0.20059, 1, 1
0.16176, 1, 1
0.03241, 1, 1
0.04611, 1, 1
0.04055, 1, 1
0.06872, 1, 1
0.02762, 1, 1
0.10225, 1, 1
0.05196, 1, 1
0.05875, 1, 1
0.01426, 0, 0
0.01758, 0, 0
0.01129, 0, 0
0.00848, 0, 0
0.01308, 0, 0
0.01427, 0, 0
0.00610, 0, 1
0.01900, 0, 1
0.05570, 1, 1
0.15320, 1, 1
0.02917, 1, 1
0.10927, 1, 1
0.07560, 1, 1
0.05746, 1, 1
0.00998, 0, 1
0.04270, 1, 1
0.01608, 0, 1
0.04717, 1, 1
0.09467, 1, 0
0.00838, 0, 0
0.01684, 0, 0
0.01702, 0, 0
0.00683, 0, 0
0.00661, 0, 0
0.01415, 0, 0
0.00973, 0, 1
0.00837, 0, 1
0.02101, 1, 1
0.04815, 1, 1
0.10287, 1, 1
0.10543, 1, 1
0.02000, 0, 1
0.02931, 1, 1
0.01566, 0, 1
0.01781, 0, 1
0.10107, 1, 1
0.04453, 1, 1
0.02791, 1, 1
0.03507, 1, 0
0.00691, 0, 0
0.03015, 1, 0
0.01240, 0, 0
0.00189, 0, 0
0.00296, 0, 0
0.01012, 0, 0
0.01997, 0, 1
0.01658, 0, 1
0.06168, 1, 1
0.03838, 1, 1
0.01181, 0, 1
0.05919, 1, 1
0.04531, 1, 1
0.05361, 1, 1
0.02963, 1, 1
0.02747, 1, 1
0.03366, 1, 1
0.01337, 0, 0
0.00983, 0, 0
0.02800, 1, 0
0.01118, 0, 0
0.04279, 1, 0
0.02134, 1, 0
0.01069, 0, 1
0.02189, 1, 1
0.03944, 1, 1
0.06383, 1, 1
0.06317, 1, 1
0.09582, 1, 1
0.05246, 1, 1
0.05352, 1, 1
0.02352, 1, 1
0.02573, 1, -1
0.03927, 1, -1
0.02317, 1, -1
0.00935, 0, -1
0.01923, 0, -1
0.02537, 1, -1
0.03190, 1, -1
0.04044, 1, -1
0.00811, 0, -1
0.03829, 1, -1
0.01676, 0, -1
0.01180, 0, -1
0.02963, 1, -1
