0.02249, 1, -1
0.02236, 1, -1
0.01399, 0, -1
0.02289, 1, -1
0.01369, 0, -1
0.01549, 0, -1
0.01891, 0, 0
0.01033, 0, 0
0.01818, 0, 0
0.01623, 0, 0
0.01202, 0, 0
0.00942, 0, 0
0.01477, 0, 0
0.01477, 0, 0
0.00365, 0, 0
0.01223, 0, 0
0.02155, 1, 0
0.02872, 1, 1
0.01791, 0, 1
0.01085, 0, 1
0.01244, 0, 1
0.05986, 1, 1
0.01465, 0, 1
0.01317, 0, 1
0.01558, 0, 1
0.01323, 0, 1
0.01207, 0, 1
0.00946, 0, 1
0.02564, 1, 1
0.02228, 1, 1
0.00961, 0, 1
0.01591, 0, 1
0.02284, 1, 1
0.02900, 1, 1
0.01932, 0, 0
0.01590, 0, 0
0.01001, 0, 0
0.01173, 0, 0
0.01354, 0, 0
0.01335, 0, 0
0.01698, 0, 0
0.02146, 1, 0
0.01262, 0, 0
0.00801, 0, 0
0.02076, 1, 0
0.04096, 1, 0
0.02809, 1, 0
0.01242, 0, 0
0.01131, 0, 0
0.00710, 0, 0
0.01978, 0, 0
0.05159, 1, 0
0.02984, 1, 1
0.01570, 0, 1
0.02269, 1, 1
0.04276, 1, 1
0.01625, 0, 1
0.00309, 0, 1
0.01338, 0, 1
0.01164, 0, 1
0.01216, 0, 1
0.01200, 0, 1
0.01016, 0, 1
0.03394, 1, 1
0.01807, 0, 1
0.02959, 1, 1
0.01469, 0, 1
0.01746, 0, 1
0.01778, 0, 1
0.03040, 1, 1
0.04309, 1, 1
0.01381, 0, 0
0.01462, 0, 0
0.03138, 1, 0
0.03468, 1, 0
0.01959, 0, 0
0.01514, 0, 0
0.01746, 0, 0
0.02685, 1, 0
0.01592, 0, 0
0.02022, 1, 0
0.01090, 0, 0
0.02321, 1, 0
0.02417, 1, 0
0.01347, 0, 0
0.02647, 1, 0
0.06009, 1, 0
0.01830, 0, 0
0.00950, 0, 0
0.04087, 1, 0
0.01190, 0, 1
0.00903, 0, 1
0.01278, 0, 1
0.00684, 0, 1
0.02525, 1, 1
0.00943, 0, 1
0.01194, 0, 1
0.02245, 1, 1
0.04513, 1, 1
0.04006, 1, 1
0.01292, 0, 1
0.01453, 0, 1
0.03881, 1, 1
0.03033, 1, 1
0.03121, 1, 0
0.02487, 1, 0
0.03138, 1, 0
0.03372, 1, 0
0.02257, 1, 0
0.01674, 0, 0
0.02401, 1, 0
0.02480, 1, 0
0.01104, 0, 0
0.02267, 1, 0
0.02042, 1, 0
0.01098, 0, 0
0.01978, 0, 0
0.03671, 1, 0
0.02191, 1, 0
0.02625, 1, 0
0.02728, 1, 0
0.00933, 0, 0
0.01128, 0, 0
0.02614, 1, 0
0.02631, 1, 0
0.01699, 0, 0
0.02185, 1, 0
0.01114, 0, -1
0.01173, 0, -1
0.02657, 1, -1
0.06025, 1, -1
0.05572, 1, -1
0.04980, 1, -1
