0.01636, 0, -1
0.00661, 0, -1
0.00868, 0, -1
0.01311, 0, -1
0.06328, 1, -1
0.00981, 0, -1
0.00593, 0, 0
0.01418, 0, 0
0.01313, 0, 0
0.01532, 0, 0
0.00760, 0, 0
0.00822, 0, 0
0.02253, 1, 0
0.01782, 0, 0
0.01349, 0, 0
0.01467, 0, 0
0.00991, 0, 0
0.03126, 1, 0
0.00771, 0, 0
0.02712, 1, 0
0.02456, 1, 0
0.03208, 1, 0
0.01727, 0, 1
0.02088, 1, 1
0.00579, 0, 1
0.01016, 0, 1
0.01797, 0, 1
0.00858, 0, 1
0.01249, 0, 1
0.01605, 0, 1
0.01512, 0, 1
0.01210, 0, 0
0.01137, 0, 0
0.01431, 0, 0
0.01969, 0, 0
0.01027, 0, 0
0.00759, 0, 0
0.02313, 1, 0
0.01257, 0, 0
0.00995, 0, 0
0.00712, 0, 0
0.01140, 0, 0
0.02950, 1, 0
0.00888, 0, 0
0.00842, 0, 0
0.00627, 0, 0
0.00956, 0, 0
0.03427, 1, 0
0.03026, 1, 0
0.00994, 0, 1
0.01247, 0, 1
0.02026, 1, 1
0.00617, 0, 1
0.01368, 0, 1
0.00874, 0, 1
0.01441, 0, 1
0.01813, 0, 1
0.01487, 0, 1
0.05028, 1, 0
0.01934, 0, 0
0.00460, 0, 0
0.00681, 0, 0
0.00857, 0, 0
0.01148, 0, 0
0.01368, 0, 0
0.01730, 0, 0
0.01917, 0, 0
0.00804, 0, 0
0.01368, 0, 0
0.00500, 0, 0
0.00573, 0, 0
0.02920, 1, 0
0.05678, 1, 0
0.03001, 1, 0
0.04744, 1, 0
0.00925, 0, 1
0.02074, 1, 1
0.03347, 1, 1
0.01688, 0, 1
0.02194, 1, 1
0.03135, 1, 1
0.01838, 0, 1
0.02583, 1, 1
0.05397, 1, 1
0.03628, 1, 1
0.01944, 0, 1
0.06372, 1, 1
0.01420, 0, 1
0.02289, 1, 1
0.01729, 0, 0
0.02388, 1, 0
0.02237, 1, 0
0.01736, 0, 0
0.03091, 1, 0
0.02760, 1, 0
0.01646, 0, 0
0.01139, 0, 0
0.03232, 1, 0
0.06547, 1, 0
0.03118, 1, 0
0.01825, 0, 0
0.03922, 1, 0
0.04440, 1, -1
0.06773, 1, -1
0.01816, 0, -1
0.03004, 1, -1
0.01794, 0, -1
0.05908, 1, -1
0.05482, 1, -1
0.03683, 1, -1
