0.01642, 0, -1
0.00279, 0, -1
0.01018, 0, -1
0.01897, 0, -1
0.00843, 0, -1
0.02144, 1, -1
0.03063, 1, -1
0.00933, 0, -1
0.01150, 0, 1
0.01576, 0, 1
0.01101, 0, 1
0.10377, 1, 1
0.02450, 1, 1
0.25252, 1, 1
0.13080, 1, 1
0.04399, 1, 1
0.11863, 1, 1
0.22061, 1, 0
0.00795, 0, 0
0.00801, 0, 0
0.00864, 0, 0
0.00338, 0, 0
0.00872, 0, 0
0.00448, 0, 1
0.01275, 0, 1
0.05629, 1, 1
0.25797, 1, 1
0.07614, 1, 1
0.05119, 1, 1
0.02768, 1, 1
0.12019, 1, 1
0.09911, 1, 1
0.16996, 1, 1
0.10188, 1, 1
0.22071, 1, 1
0.04914, 1, 1
0.06734, 1, 0
0.01276, 0, 0
0.02237, 1, 0
0.00402, 0, 0
0.01001, 0, 0
0.01613, 0, 0
0.01452, 0, 0
0.01822, 0, 0
0.00960, 0, 0
0.00409, 0, 1
0.00815, 0, 1
0.06677, 1, 1
0.03580, 1, 1
0.03517, 1, 1
0.15514, 1, 1
0.15677, 1, 1
0.03067, 1, 1
0.13248, 1, 1
0.12208, 1, 1
0.01363, 0, 1
0.08723, 1, 1
0.05721, 1, 1
0.09136, 1, 1
0.01926, 0, 0
0.00733, 0, 0
0.00850, 0, 0
0.01529, 0, 0
0.00460, 0, 0
0.00546, 0, 0
0.00556, 0, 0
0.00720, 0, 1
0.01045, 0, 1
0.02769, 1, 1
0.22871, 1, 1
0.10310, 1, 1
0.05960, 1, 1
0.03756, 1, 1
0.03226, 1, 1
0.04616, 1, 1
0.01570, 0, -1
0.00974, 0, -1
0.01745, 0, -1
0.03681, 1, -1
0.00319, 0, -1
0.01289, 0, -1
0.02461, 1, -1
0.01984, 0, -1
0.01903, 0, -1
